distance_km,time_min,fare
25.6,93.93,721.69
35.43,18.67,640.12
8.26,103.08,483.53
35.28,94.01,852.76
45.35,46.38,860.6
3.62,74.07,327.36
32.27,105.59,848.01
39.35,17.89,703.05
21.16,116.82,713.77
36.92,6.78,626.8
43.32,66.68,893.95
14.81,45.4,403.08
12.52,75.02,457.44
45.07,40.31,850.51
37.22,112.05,940.81
8.69,21.59,250.6
24.27,73.88,640.83
9.43,60.16,368.92
34.13,56.89,746.55
17.01,39.91,423.43
33.59,102.19,859.87
18.05,10.29,350.5
37.06,38.8,715.69
28.95,52.79,640.42
36.38,75.38,815.49
6.43,23.78,220.22
17.8,73.46,540.08
8.95,40.81,310.44
35.56,100.31,880.94
14.64,26.29,352.98
4.36,70.24,323.59
21.74,7.03,394.08
6.04,77.63,369.9
12.5,36.93,348.02
19.91,88.25,619.19
45.53,7.88,772.86
16.27,93.83,569.76
48.59,113.49,1109.57
47.9,57.74,934.71
10.81,86.3,466.39
44.02,23.69,774.21
3.69,35.96,211.2
23.84,77.14,640.74
42.51,31.44,777.6
34.0,54.53,728.43
6.18,87.14,401.74
18.24,80.13,561.09
12.08,26.12,309.51
21.72,31.89,470.19
3.16,54.36,262.27
43.11,6.1,721.52
48.34,44.26,888.26
18.11,101.86,624.59
37.45,119.1,961.91
4.96,119.6,494.21
27.8,85.55,731.89
47.16,24.14,811.35
14.97,22.49,341.21
25.95,51.72,591.5
2.72,115.11,438.5
12.26,35.15,344.79
24.81,53.21,587.02
24.33,80.31,651.87
9.87,66.35,398.24
39.15,93.43,899.38
18.03,84.84,575.89
7.85,83.17,419.61
5.69,105.29,440.43
3.32,48.79,247.02
45.21,7.41,756.11
20.04,54.24,513.09
29.14,58.24,666.6
5.77,29.26,224.75
18.83,98.01,630.09
3.22,113.21,436.4
28.26,80.76,725.1
8.75,10.62,211.86
20.08,103.18,661.47
28.82,19.94,550.98
42.11,95.5,963.79
48.24,106.09,1114.65
32.4,47.76,687.53
20.01,40.27,479.91
20.65,71.0,563.55
38.17,66.12,816.9
3.85,47.36,250.61
16.5,112.89,639.16
4.29,115.54,451.96
27.18,96.63,740.73
42.2,51.14,826.97
2.85,78.74,328.23
3.69,89.39,368.29
27.21,26.04,537.24
22.22,96.95,666.25
36.33,26.48,673.53
37.06,60.13,795.43
35.58,8.78,609.11
15.16,105.16,593.08
36.53,76.51,824.49
38.15,88.45,895.79
32.46,51.28,694.55
23.86,87.42,667.68
17.43,112.04,651.54
29.14,25.58,566.95
10.8,105.76,533.12
26.53,107.27,766.18
24.06,36.03,518.05
35.9,115.07,940.14
22.92,93.74,677.31
42.23,86.75,965.81
35.18,34.1,680.98
40.57,114.29,1020.1
36.98,81.16,845.44
27.58,106.39,777.4
42.31,82.51,931.42
42.54,20.93,753.4
41.25,86.5,924.72
7.0,81.75,399.52
20.97,55.93,537.39
4.57,107.58,447.95
10.53,81.77,455.58
32.66,108.64,852.1
3.3,82.93,353.25
16.75,58.79,480.45
41.36,56.82,843.06
19.7,32.57,439.44
48.57,71.0,988.79
6.83,45.57,294.04
2.26,114.35,437.25
14.13,6.86,282.93
7.32,9.8,187.77
19.29,76.62,567.3
21.18,23.34,434.67
25.55,14.8,477.78
12.77,15.97,287.66
21.48,110.24,708.72
43.66,116.85,1061.63
38.28,74.97,839.61
34.49,119.42,921.23
23.63,88.22,650.27
20.81,63.03,550.12
18.66,91.11,605.21
17.41,40.57,431.88
36.47,40.04,716.11
36.21,42.6,717.19
31.66,80.91,771.41
21.91,24.14,452.38
16.29,54.7,463.3
33.71,89.15,817.37
40.68,95.07,939.59
49.19,70.44,1017.73
10.54,38.67,325.66
9.35,14.47,234.17
44.14,110.26,1034.65
33.18,42.94,666.79
43.92,17.37,756.24
3.75,91.89,380.63
8.63,110.1,517.14
11.66,32.64,319.2
28.95,69.47,697.87
33.7,56.65,731.13
44.59,76.6,947.65
28.81,87.97,744.06
27.74,95.4,745.92
3.17,70.93,308.53
34.59,42.51,692.59
5.42,85.7,388.94
18.72,82.2,578.91
9.02,60.92,368.97
36.83,94.01,878.5
10.03,72.85,421.96
37.18,41.7,735.07
15.34,24.13,350.5
7.81,41.21,285.72
1.52,16.14,122.6
14.88,80.87,516.51
6.43,29.34,232.35
9.02,12.73,222.53
41.64,16.37,738.21
7.66,40.24,283.44
20.72,39.68,484.85
4.47,113.03,462.74
33.09,64.14,740.57
4.94,78.91,359.81
31.64,94.96,800.29
34.41,82.23,809.47
2.62,87.74,349.19
47.65,35.37,870.41
42.91,68.48,891.24
2.82,117.04,442.67
46.13,56.83,913.81
18.91,58.02,510.1
3.43,115.12,451.22
7.82,90.74,434.53
8.95,105.09,501.99
21.27,80.28,620.72
24.22,38.05,527.62
18.49,103.79,629.3
46.76,96.61,1039.52
3.26,119.88,454.61
12.24,84.63,489.89
39.1,32.49,727.67
30.1,24.76,569.55
5.66,83.07,384.13
18.51,54.68,499.2
19.73,115.4,687.24
19.52,67.56,549.04
30.84,58.84,693.14
25.51,103.26,747.45
37.68,94.54,903.67
38.73,111.55,962.49
3.62,77.19,335.91
8.21,19.73,229.63
1.1,77.48,296.58
16.48,24.43,369.44
47.11,41.8,890.42
32.56,86.67,794.71
31.98,113.81,873.91
33.29,79.61,797.54
3.39,30.07,191.14
19.23,92.63,619.76
26.46,6.51,470.63
8.67,115.02,529.92
11.58,57.64,397.6
19.08,45.61,468.69
41.44,6.1,692.15
49.31,72.79,1021.74
3.24,10.82,132.61
24.73,116.22,757.72
47.52,118.14,1123.54
35.59,115.72,926.51
28.78,14.79,534.75
11.41,50.32,375.31
30.13,48.02,639.84
47.07,91.31,1026.63
0.56,93.05,342.01
22.91,94.47,666.13
21.56,22.69,438.28
16.79,55.83,471.41
10.02,56.75,371.31
33.35,12.18,579.82
43.62,26.29,788.5
23.7,62.43,585.93
6.84,97.66,441.2
19.01,98.2,631.74
28.63,17.49,524.82
26.11,101.99,742.68
22.1,54.83,546.87
28.53,35.12,588.34
30.58,71.23,724.78
27.1,58.14,634.12
9.65,40.16,314.43
44.17,22.01,790.35
25.66,79.4,679.82
49.48,18.32,847.53
6.93,19.99,211.7
36.8,51.63,768.07
31.57,93.53,818.85
4.87,52.24,286.02
27.52,58.13,634.39
36.01,50.46,749.95
12.01,44.43,362.68
23.31,114.88,740.33
16.01,108.78,612.39
26.19,82.34,685.84
2.69,30.42,178.01
35.77,63.78,773.84
8.44,107.86,505.33
39.11,115.76,974.86
25.18,75.82,663.33
23.44,55.33,561.03
42.85,10.77,701.49
18.41,119.33,698.59
6.0,72.87,360.23
39.12,79.04,875.57
6.28,47.98,290.53
32.79,63.31,737.65
7.92,42.91,298.77
8.43,85.74,430.74
34.77,57.82,741.99
16.34,85.54,547.31
6.13,100.34,439.9
36.1,81.88,841.97
37.53,26.73,689.91
18.61,96.27,614.22
37.03,111.43,929.68
17.04,67.88,514.16
5.57,78.91,374.34
41.78,24.68,739.89
46.58,66.03,932.41
38.82,74.68,870.49
24.98,109.99,744.98
30.6,76.76,735.11
22.24,60.96,565.28
48.79,88.54,1044.46
45.79,39.94,864.18
15.09,68.34,486.14
31.56,60.33,707.03
42.6,97.39,984.78
24.66,48.87,566.3
12.7,63.34,436.04
7.52,84.54,411.35
47.85,94.34,1042.0
39.46,76.73,876.3
30.14,115.53,854.05
9.98,113.49,543.93
6.58,67.11,341.56
30.75,119.74,880.59
11.21,63.17,407.06
48.32,113.91,1127.88
9.23,87.99,455.26
31.09,15.53,559.03
23.65,46.05,545.26
27.75,86.24,726.18
23.48,50.75,565.46
43.16,43.05,833.79
18.31,102.4,626.38
16.73,85.72,557.42
17.49,98.92,606.12
48.37,58.0,954.73
48.39,98.28,1080.19
4.34,87.03,374.87
12.94,111.0,577.25
46.34,96.87,1035.91
42.45,104.13,983.98
31.0,111.74,858.74
22.98,36.88,505.34
45.86,49.61,868.37
33.31,119.43,908.31
1.76,108.48,403.9
3.01,68.65,299.11
15.1,20.37,335.21
11.57,36.63,335.72
29.54,80.86,721.99
44.27,95.59,993.17
31.48,43.87,659.21
29.94,95.21,788.51
37.58,70.75,835.05
10.74,94.64,490.85
40.33,99.55,940.41
5.44,90.49,402.58
44.37,79.85,954.81
29.94,94.38,784.0
36.95,116.3,955.06
34.75,107.36,884.77
43.77,117.47,1072.55
21.65,53.57,535.71
13.04,99.1,545.27
12.99,13.17,284.68
24.88,14.83,464.96
11.59,17.21,274.45
47.72,37.03,884.98
34.03,76.07,787.64
35.43,100.31,885.26
44.56,66.57,926.05
14.23,106.21,587.29
2.49,50.71,239.7
47.42,33.71,863.86
32.52,105.01,861.33
38.91,77.46,864.73
19.55,95.01,621.27
8.45,117.25,524.85
14.1,71.63,467.83
3.4,22.21,166.37
12.16,96.19,524.03
5.12,55.31,291.12
44.47,109.59,1048.6
5.7,118.93,489.82
0.75,51.98,216.66
31.68,43.2,658.14
17.83,89.45,590.44
47.05,15.71,800.0
25.15,67.35,617.38
15.38,81.73,531.13
6.13,59.85,327.47
18.13,61.47,506.17
1.19,55.47,236.18
41.12,94.71,935.15
23.52,69.83,612.83
49.99,79.08,1036.2
18.05,98.49,628.19
25.0,119.39,777.31
34.29,10.36,594.99
12.9,45.68,380.38
1.92,75.94,311.88
20.87,111.01,709.08
11.33,92.51,497.46
36.19,108.97,919.24
34.12,15.94,606.56
20.82,113.35,704.37
3.31,87.55,362.16
29.26,62.56,678.69
13.32,108.69,579.59
21.75,98.64,679.26
32.01,21.22,591.83
32.66,27.0,613.49
1.59,29.37,161.44
27.05,60.38,626.36
34.42,85.99,824.35
18.22,106.33,650.97
14.23,5.07,281.21
43.34,99.58,995.8
33.24,79.99,781.4
43.09,21.13,753.02
19.78,6.74,366.36
44.96,65.61,914.35
19.64,97.33,631.2
19.63,28.54,428.65
36.45,83.46,860.3
7.2,21.43,224.11
19.21,13.9,383.44
1.1,38.14,179.13
5.66,108.09,458.2
29.48,112.46,840.46
10.63,76.11,432.78
6.91,5.24,169.53
46.38,43.39,882.35
16.73,51.08,456.72
46.31,7.93,781.84
35.56,42.99,712.68
25.5,20.76,488.17
10.49,51.94,357.02
7.85,5.5,182.69
48.53,113.5,1120.62
33.85,12.92,596.47
6.33,110.35,480.95
44.96,56.51,897.45
2.9,26.65,171.79
8.75,56.27,349.27
17.34,58.78,495.74
46.89,17.4,798.0
5.41,103.07,447.34
11.16,100.32,518.56
46.23,78.08,984.19
2.32,96.88,378.35
7.33,30.57,247.65
33.24,74.93,777.44
5.85,80.44,372.64
23.25,38.01,518.12
18.03,8.32,345.53
25.28,49.13,577.39
27.2,48.71,600.78
14.16,25.71,332.21
28.05,101.92,779.18
46.5,56.21,926.95
49.17,39.07,910.95
19.22,77.03,562.06
15.6,76.06,515.26
6.73,26.76,235.54
14.83,107.37,605.37
5.96,35.94,247.7
47.95,35.61,867.91
6.89,31.82,247.25
32.3,57.37,699.33
40.2,95.17,939.89
1.57,49.1,221.85
12.2,57.47,406.49
9.63,47.69,335.27
35.89,67.48,791.05
41.53,36.25,784.09
9.91,82.86,453.03
35.78,118.32,925.43
34.34,117.63,920.85
9.27,42.49,312.51
1.6,43.75,205.58
43.34,10.0,741.11
47.68,118.33,1115.61
21.39,114.29,704.52
25.61,19.9,497.48
43.64,46.16,834.16
10.71,119.07,570.08
37.78,115.63,955.5
25.4,61.89,613.52
9.16,89.32,450.24
16.93,69.82,510.87
36.46,60.42,769.34
45.78,111.8,1072.96
34.33,7.03,598.95
49.74,119.55,1162.05
42.95,12.34,732.19
40.14,51.83,811.68
16.32,58.27,467.77
42.95,9.36,715.35
7.97,19.39,227.08
45.8,106.44,1053.58
2.1,91.45,360.11
24.98,119.01,787.17
2.67,31.95,183.93
46.11,69.4,929.13
2.73,51.9,247.8
30.16,78.1,736.09
35.81,93.55,856.6
43.77,89.19,980.58
37.22,119.6,971.86
47.59,22.38,834.75
25.14,71.77,648.43
38.24,87.9,883.12
49.86,34.83,905.68
15.99,23.47,366.27
44.85,73.48,944.88
11.39,43.82,356.84
19.39,116.89,695.27
20.08,8.02,375.16
11.61,113.71,565.44
4.24,37.94,226.73
4.86,103.85,438.17
34.57,116.67,920.34
25.74,78.45,667.75
42.37,79.12,947.56
40.16,95.43,943.72
10.38,72.08,417.29
34.03,119.68,917.89
41.17,102.07,966.69
36.98,108.14,923.48
3.38,103.0,408.63
36.66,85.34,846.1
47.93,12.34,793.63
38.8,40.61,762.99
35.53,66.5,775.21
38.98,71.82,858.65
29.66,6.46,509.6
45.13,67.75,934.0
21.08,56.69,520.52
44.81,95.64,1011.93
49.8,73.49,1007.71
39.4,93.44,909.76
36.34,62.5,771.13
28.74,86.98,736.62
7.77,38.56,284.73
25.62,44.35,563.78
25.73,47.32,578.47
26.97,53.59,618.53
9.65,83.36,443.59
46.27,66.95,915.66
0.9,55.97,230.38
18.77,82.03,574.05
23.03,94.1,664.77
22.45,8.12,413.73
25.94,71.83,656.86
8.57,30.37,268.6
46.44,65.01,927.49
10.01,35.6,311.6
22.28,50.13,526.96
28.45,32.81,573.11
17.15,93.89,587.63
35.96,75.26,811.47
44.31,50.91,873.77
20.34,51.62,507.96
16.31,13.59,332.44
8.04,10.16,202.53
17.3,19.22,365.66
32.46,119.61,888.84
48.61,25.56,847.84
25.81,32.56,531.79
20.47,32.87,460.06
44.59,110.17,1068.38
8.69,55.02,342.16
31.76,49.32,675.51
48.49,87.72,1041.9
27.67,35.97,579.59
42.34,6.11,711.52
11.4,81.54,467.08
20.97,46.58,507.66
37.03,90.24,862.6
46.3,68.47,957.46
39.63,29.65,739.59
2.98,63.92,285.45
24.34,91.39,682.91
46.34,70.75,950.5
5.68,27.2,213.9
44.34,91.84,1008.92
30.05,6.23,518.67
46.61,61.99,944.64
34.86,12.97,606.89
17.89,18.65,378.85
7.77,26.36,247.4
18.73,88.3,593.96
4.6,72.98,339.36
42.39,57.31,857.64
38.87,27.2,709.15
17.73,30.97,409.32
36.09,61.36,776.21
4.78,89.57,396.87
41.74,108.91,1018.27
37.73,22.91,687.67
8.63,13.15,218.26
49.9,54.56,943.04
36.45,84.74,866.61
49.91,46.24,941.33
44.87,48.92,877.2
3.12,14.01,141.1
1.53,47.65,214.36
30.49,38.22,625.35
39.95,96.82,941.01
14.59,98.09,571.75
9.71,38.32,312.32
34.47,80.04,799.1
21.07,16.52,415.68
20.65,72.71,582.99
10.04,20.24,257.66
12.59,107.64,559.04
26.77,60.6,635.04
6.05,100.86,443.83
29.41,21.81,555.67
34.71,32.9,656.71
26.98,83.74,713.71
43.54,59.13,879.12
48.66,13.69,834.62
24.08,19.36,475.39
8.94,103.0,495.01
33.38,73.73,778.22
10.54,54.25,372.18
1.42,114.66,423.1
42.32,34.96,795.17
5.25,62.85,317.91
23.08,52.17,550.55
3.65,12.57,144.02
2.62,52.05,243.26
32.5,84.02,794.75
13.13,74.06,467.48
17.17,76.2,546.59
48.9,54.09,938.56
4.27,68.61,312.49
16.77,18.96,357.95
20.39,17.16,407.29
1.7,99.81,368.34
24.93,55.21,591.41
13.82,85.55,517.63
25.18,58.8,611.08
25.12,55.26,592.54
26.66,84.57,686.14
35.7,48.43,717.67
27.06,57.14,619.61
44.54,85.08,976.27
48.56,78.11,1018.54
48.2,23.19,843.48
49.18,53.02,941.0
11.0,64.98,404.43
35.88,117.14,949.79
44.9,38.53,829.93
20.03,16.54,394.18
38.22,47.01,765.7
19.78,64.63,550.59
16.57,76.61,529.6
14.13,7.03,280.85
27.86,71.52,677.4
44.72,75.31,945.52
6.23,63.76,332.33
30.54,97.96,801.94
37.58,28.34,696.02
47.35,13.25,807.12
24.57,73.67,644.69
31.53,7.08,540.13
30.61,61.52,691.58
27.28,41.4,586.82
38.89,111.99,980.39
25.17,50.61,576.32
46.95,63.7,964.36
13.43,42.35,377.06
46.64,83.03,993.24
27.42,116.71,817.75
16.28,23.45,355.69
8.4,107.18,498.71
49.54,70.39,1009.33
35.2,10.08,610.59
8.3,13.16,210.98
3.7,65.93,301.52
14.03,96.54,551.26
10.85,119.38,571.56
38.79,88.56,903.76
32.87,76.34,755.81
35.4,14.47,618.85
13.4,24.85,319.21
7.38,47.13,299.87
47.35,93.0,1039.14
36.68,24.88,679.44
49.13,90.98,1085.12
29.0,102.84,788.6
6.21,90.64,416.29
13.89,77.29,489.02
11.25,17.25,272.0
6.96,12.16,190.62
16.38,86.25,549.82
43.58,95.25,980.06
35.63,46.73,725.17
4.74,101.88,421.88
43.64,108.75,1024.11
17.28,45.8,453.71
3.63,73.23,325.9
47.66,35.14,878.22
12.32,89.83,500.13
39.97,33.43,756.32
18.25,24.29,398.99
5.05,71.17,343.91
14.34,23.75,328.27
24.36,58.3,593.99
30.39,74.66,730.05
6.84,119.6,513.61
21.01,62.74,555.1
26.34,27.32,530.31
8.6,14.93,224.44
37.04,36.42,725.46
16.43,98.74,598.23
27.72,104.93,784.58
1.5,33.0,172.13
4.96,55.84,291.68
42.56,42.63,824.34
17.31,107.99,642.42
12.21,114.11,573.43
28.94,92.32,760.94
45.1,105.86,1034.81
2.82,39.93,209.42
36.63,26.22,676.63
17.66,81.28,568.31
48.08,18.4,825.34
35.62,31.49,675.74
7.23,41.77,283.53
17.43,108.45,627.65
16.72,41.78,428.49
16.66,82.39,534.4
7.88,7.55,192.04
11.33,17.36,271.17
36.35,49.35,745.02
4.13,98.46,401.32
44.79,10.2,755.8
10.49,91.49,476.89
3.57,103.68,418.81
16.03,27.51,376.29
2.66,93.07,369.24
28.84,53.93,640.97
45.69,81.93,977.19
22.18,70.92,600.38
46.03,54.09,909.43
15.02,78.56,519.92
21.29,22.59,430.31
23.74,84.46,659.27
8.68,52.69,343.11
39.42,52.48,799.31
12.44,96.56,536.44
4.67,65.36,314.02
35.49,90.65,892.56
36.53,52.1,762.54
21.37,73.68,602.72
47.39,27.18,833.04
31.51,20.09,577.07
44.18,100.28,1007.8
46.68,100.54,1073.62
25.22,85.72,698.86
16.88,58.14,484.73
4.37,46.1,254.37
48.17,68.91,980.15
30.53,26.36,584.45
14.59,81.86,515.46
15.86,10.73,318.44
3.62,13.6,146.41
12.96,25.47,318.53
40.33,24.99,737.89
24.9,84.12,683.38
46.28,31.28,852.05
24.94,106.66,748.86
13.36,26.88,326.78
23.21,75.56,619.66
30.87,113.76,845.41
33.9,95.03,831.95
22.99,97.82,682.75
23.09,102.37,696.65
43.6,7.66,724.78
16.13,26.24,371.41
45.65,116.82,1090.76
25.11,31.95,519.43
35.58,9.65,608.68
3.04,74.94,324.85
18.91,97.68,634.14
26.91,17.13,504.28
24.63,21.84,482.02
43.45,37.68,820.21
30.1,27.1,589.22
11.42,10.45,250.81
41.74,47.14,807.54
37.85,55.54,788.68
31.28,98.99,812.95
32.75,53.75,704.32
37.03,42.64,733.51
41.45,93.43,947.21
14.62,96.18,562.49
46.92,94.6,1022.9
26.52,31.85,546.51
40.5,49.5,802.83
41.3,43.33,808.34
22.29,75.78,613.48
42.05,104.56,1021.76
26.35,111.64,766.85
23.48,42.73,536.4
20.53,99.6,652.19
13.59,43.63,388.12
42.24,8.14,709.96
32.17,31.09,624.68
11.35,104.2,531.3
21.32,100.98,675.9
38.66,98.6,933.84
16.63,23.02,368.65
35.58,67.03,780.99
32.92,9.61,577.24
30.67,87.49,762.93
27.11,100.82,754.76
16.52,34.03,402.7
6.86,118.26,512.73
30.6,62.59,702.51
12.58,37.86,351.42
6.56,92.3,432.42
11.31,79.88,466.02
38.39,46.16,760.03
38.03,8.88,654.35
27.78,116.5,810.46
43.73,70.39,916.26
19.56,17.97,397.49
14.5,45.27,405.98
13.9,74.21,487.31
21.44,34.02,472.92
49.18,39.95,910.99
46.82,63.86,938.85
0.62,48.13,203.28
39.61,55.45,802.91
21.88,69.03,591.68
15.76,99.49,586.33
28.51,39.56,590.72
31.32,31.54,605.89
46.06,71.11,960.61
2.31,55.16,249.08
6.32,52.94,304.81
36.97,45.15,747.96
47.25,86.57,1001.15
45.97,71.29,936.19
35.47,52.96,746.38
30.59,62.65,690.47
31.39,28.95,605.74
20.6,97.97,657.53
29.96,68.01,703.9
25.99,9.83,473.02
3.94,5.85,126.43
23.69,102.22,717.68
30.66,75.09,741.4
8.71,11.11,212.88
9.98,35.79,309.98
11.28,82.82,461.99
5.01,21.93,192.51
43.05,116.41,1045.16
32.7,82.72,799.98
7.78,67.53,374.68
19.61,55.89,506.27
18.29,12.3,361.5
48.99,18.63,844.88
24.39,20.6,476.2
19.52,18.32,403.1
29.51,74.73,714.9
10.43,44.55,339.92
41.94,41.57,813.08
17.27,91.43,579.4
48.66,14.72,829.93
3.89,73.48,327.63
30.34,38.32,619.62
21.93,61.17,562.33
21.6,86.94,630.11
32.46,26.3,611.73
9.36,80.58,428.77
49.72,79.99,1020.68
15.97,109.77,629.54
48.47,62.13,972.82
7.06,93.04,431.73
41.04,19.36,723.63
12.68,71.93,459.34
21.29,28.68,463.72
4.01,43.34,238.12
1.38,91.19,342.36
48.25,7.6,797.97
29.7,94.28,772.09
2.72,69.62,307.91
20.76,93.87,653.7
5.52,20.29,191.98
7.42,10.24,194.77
30.72,71.12,725.62
34.19,44.06,685.24
35.75,23.59,650.14
1.14,73.56,288.2
39.25,82.37,891.1
25.12,87.62,686.07
17.14,30.73,401.74
22.88,106.78,704.92
43.09,64.27,875.91
27.0,103.99,782.38
4.74,25.54,197.51
20.52,61.91,541.1
48.22,84.27,1034.85
19.95,85.69,609.12
18.53,62.58,521.09
45.3,77.63,953.27
15.04,117.51,626.53
22.15,59.26,565.78
30.39,84.77,760.13
19.78,8.35,373.85
42.3,74.06,915.45
7.15,49.99,307.02
43.46,15.72,750.6
17.04,45.36,443.66
3.64,39.35,221.75
1.0,85.0,324.87
19.03,28.95,427.63
36.16,98.28,886.87
12.81,24.33,311.55
36.85,66.88,797.87
48.35,102.6,1071.94
44.06,57.9,871.8
4.35,51.12,272.51
29.9,38.02,611.51
18.67,19.36,388.79
20.54,9.56,384.19
24.17,67.53,605.7
14.11,65.15,447.97
41.59,67.75,877.96
16.95,113.94,639.93
14.4,81.28,517.48
49.05,77.07,1013.44
20.64,109.22,692.56
37.96,117.86,970.25
26.79,108.56,789.18
27.81,34.37,574.24
5.29,90.53,389.9
5.91,51.57,292.93
42.18,44.32,827.01
47.9,29.09,848.87
49.24,62.76,984.29
47.58,63.08,928.47
17.08,66.38,498.17
22.9,9.23,417.7
43.44,73.87,916.83
38.3,115.03,960.3
20.46,59.14,531.25
44.82,69.39,939.93
25.54,23.65,499.66
29.05,109.81,817.54
19.17,15.0,386.92
23.75,91.49,672.09
46.6,99.48,1040.43
32.09,20.73,588.22
42.21,119.19,1043.54
18.63,57.17,502.5
44.76,11.62,757.38
8.87,91.78,454.82
25.35,94.79,717.49
11.33,105.2,527.28
36.19,94.97,886.25
46.73,47.29,900.8
26.5,107.4,782.17
0.66,37.44,169.97
45.44,79.47,971.52
24.16,98.69,723.35
0.64,47.06,197.25
7.37,84.31,405.59
23.66,29.11,491.24
46.29,11.21,778.25
31.14,39.8,643.62
48.35,37.41,888.35
49.52,85.66,1060.58
10.83,51.64,362.9
38.14,72.19,827.84
2.39,105.91,401.3
26.87,30.79,548.85
13.35,75.26,475.06
26.01,58.6,620.36
44.17,84.19,961.14
21.73,115.32,709.47
9.18,15.3,233.68
33.16,69.79,765.0
3.94,73.52,329.04
47.02,33.77,860.17
16.07,77.27,522.9
44.16,9.63,753.22
46.15,27.58,823.01
41.72,82.24,931.11
9.21,110.58,515.68
40.8,17.18,707.79
11.49,62.92,410.0
27.61,86.79,726.35
43.1,112.59,1040.74
21.96,17.89,438.11
35.63,119.16,964.78
34.64,87.77,832.25
28.13,30.69,564.85
12.22,42.07,360.7
46.14,107.06,1058.22
2.9,37.65,206.25
31.64,72.18,751.49
1.44,17.08,123.9
18.29,22.81,393.6
40.86,91.55,931.62
40.94,81.57,900.59
49.65,26.06,881.07
11.12,38.23,333.25
26.24,116.62,803.11
34.93,113.64,904.57
42.81,22.23,749.41
47.32,63.36,947.83
35.94,60.53,775.03
31.53,63.0,714.46
15.05,47.73,418.04
5.56,108.5,454.35
46.05,97.64,1024.58
7.48,93.47,443.44
33.63,61.68,748.97
35.04,8.92,595.28
41.27,41.07,791.07
22.98,54.31,557.03
39.55,13.45,694.21
9.98,68.43,400.14
41.36,13.27,722.09
10.22,39.5,326.55
6.65,113.54,495.33
17.38,87.01,563.01
42.39,99.1,984.46
20.11,72.69,574.62
15.8,102.07,586.7
11.26,6.7,237.05
25.66,28.43,517.02
38.28,32.76,727.1
49.32,119.99,1169.18
43.54,92.4,994.03
47.86,7.69,786.01
27.13,30.07,539.38
29.0,68.36,707.01
48.03,68.5,971.47
22.19,59.1,565.1
14.3,48.68,416.61
32.0,45.46,678.48
16.13,75.34,515.95
2.59,13.35,128.15
12.55,7.25,261.94
3.52,55.22,265.16
45.7,96.0,1028.34
16.82,13.34,341.58
49.71,105.05,1133.42
33.73,27.37,635.4
10.4,59.0,391.55
34.49,11.73,600.42
21.22,72.14,586.33
8.51,66.55,385.18
45.68,6.79,750.9
0.82,22.33,129.56
21.43,97.27,668.74
20.85,31.95,452.02
25.96,96.71,731.64
17.26,96.25,599.31
11.0,89.92,494.37
35.24,25.25,649.11
48.62,75.76,1008.87
30.37,83.99,749.26
19.98,94.0,634.33
34.47,83.33,818.65
11.58,66.54,430.85
49.84,8.87,828.79
3.73,13.96,146.93
31.31,42.34,649.3
23.14,29.8,487.69
47.26,71.08,982.24
6.63,24.65,223.59
20.9,40.33,483.57
8.13,101.59,475.98
15.67,23.5,354.4
25.66,6.35,455.74
15.87,46.45,426.63
23.92,69.59,614.37
43.65,92.12,986.18
36.27,14.98,639.38
43.23,72.21,912.22
11.06,15.41,264.93
9.04,8.24,212.34
20.71,72.01,581.9
30.72,17.75,567.44
34.29,118.18,928.55
42.63,83.01,930.7
12.9,114.69,581.28
5.93,79.46,376.79
22.17,15.87,433.61
36.41,28.26,685.31
34.64,6.23,583.37
41.84,49.9,813.98
1.06,45.52,203.79
47.08,25.8,833.59
9.66,23.79,266.56
12.75,15.62,285.03
18.31,36.53,436.02
6.65,47.86,293.36
46.63,105.84,1083.79
4.85,86.94,380.36
48.66,66.81,966.9
31.87,72.9,746.7
32.77,8.0,578.06
10.77,28.96,301.82
14.17,86.85,528.79
15.14,109.89,608.8
37.31,50.43,759.06
47.86,40.69,886.31
16.83,26.8,380.48
16.85,52.65,464.59
21.97,52.3,543.75
41.05,96.81,956.33
5.51,96.96,427.95
49.47,75.22,1019.2
30.84,91.76,783.01
38.1,44.66,751.72
7.19,41.21,282.38
35.05,66.05,773.15
48.46,108.86,1113.56
20.51,31.5,452.27
12.02,81.17,483.95
34.46,7.57,589.7
3.17,66.26,297.8
27.83,72.36,676.6
15.47,78.58,518.85
10.07,83.37,456.61
46.91,29.36,836.26
36.97,51.75,756.37
3.6,105.62,412.78
17.53,38.38,430.9
23.05,43.76,534.99
33.89,38.86,676.72
26.67,101.61,770.24
10.96,90.7,490.5
32.49,111.18,875.42
4.64,70.01,327.37
27.82,49.66,607.02
37.3,9.95,640.04
41.66,101.38,976.27
31.71,6.65,547.08
42.47,88.14,967.96
5.17,65.8,325.71
14.92,116.85,627.07
46.72,44.89,891.38
45.09,42.4,861.34
1.41,46.52,212.6
1.46,119.67,431.42
39.63,28.15,721.32
24.51,74.85,645.13
15.32,29.27,365.57
28.14,52.19,614.65
16.61,35.77,405.39
27.46,97.57,747.33
24.04,12.94,446.77
35.21,64.61,757.19
45.28,15.41,775.16
43.56,48.32,851.37
5.66,100.63,439.37
34.27,8.71,592.22
33.3,90.86,814.42
36.15,80.84,838.26
13.41,109.92,589.51
1.4,47.15,211.35
1.73,12.59,115.58
32.61,115.96,890.47
16.26,34.52,409.3
1.54,36.39,179.75
